pH,EC,Organic Carbon(OC),Available Nitrogen(N),Available Phosphorus(P),Available Potassium(K),Available Sulphur(S),Available Zinc(Zn),Available Boron(B),Available Iron(Fe),Available Manganese(Mn),Available Copper(Cu),Fertility
8.76,0.35,0.95,180.0,9.01,319.0,5.91,0.57,0.14,0.65,0.71,0.49,0.0
8.03,0.25,0.96,160.0,7.65,294.0,3.39,0.49,0.16,0.78,0.69,0.52,0.0
8.29,0.47,0.69,128.0,9.46,336.0,4.03,0.65,0.12,0.75,0.58,0.43,0.0
8.1,0.88,0.41,292.0,8.42,296.0,7.77,0.78,0.1,0.11,0.88,0.6,0.0
8.07,0.18,0.36,60.12,3.12,276.0,5.61,0.49,0.12,1.02,0.52,0.27,0.0
8.31,0.11,0.42,80.4,6.14,223.0,6.25,0.64,0.1,0.84,0.61,0.33,0.0
8.09,0.23,0.58,106.0,8.21,211.0,7.14,0.78,0.07,0.39,0.74,0.48,0.0
8.25,0.15,0.32,60.4,9.35,403.0,8.16,0.94,0.14,0.55,0.49,0.51,0.0
8.23,0.21,0.54,108.0,10.14,614.0,4.25,0.92,0.18,0.61,0.38,0.64,1.0
8.34,0.22,0.68,120.0,8.89,786.0,5.53,0.78,0.12,0.54,0.29,0.39,0.0
8.38,0.18,0.41,80.0,7.22,595.0,4.18,0.65,0.1,0.68,0.37,0.22,0.0
8.41,0.14,0.53,106.0,6.08,203.0,5.23,0.29,0.09,0.44,0.41,0.31,0.0
8.27,0.11,0.67,124.0,9.14,197.0,6.14,0.51,0.1,0.65,0.69,0.47,0.0
8.27,0.2,0.5,100.0,7.05,873.0,7.12,0.44,0.12,0.51,0.42,0.59,0.0
8.19,0.24,0.38,60.16,6.11,650.0,6.18,0.59,0.08,0.47,0.38,0.74,0.0
8.24,0.31,0.47,80.14,5.89,1458.0,5.03,0.65,0.1,0.58,0.21,0.58,0.0
8.16,0.45,0.54,128.0,4.74,1112.0,4.13,0.71,0.14,1.12,0.49,0.41,0.0
8.26,0.48,0.42,140.0,5.1,719.0,5.16,0.68,0.09,0.55,0.37,0.34,0.0
8.51,0.15,0.68,120.0,6.32,478.0,6.03,0.3,0.12,0.47,0.28,0.47,0.0
8.34,0.2,0.36,72.0,3.47,664.0,5.25,0.49,0.12,1.12,0.75,0.28,0.0
8.04,0.74,0.44,80.08,5.49,947.0,6.18,0.52,0.14,0.89,0.67,0.34,0.0
8.13,0.38,0.58,116.0,6.48,1282.0,5.29,0.61,0.09,0.74,0.58,0.52,0.0
8.45,0.14,0.61,120.0,7.44,763.0,4.68,0.49,0.11,0.58,0.41,0.46,0.0
8.19,0.39,0.45,90.0,8.09,1145.0,8.36,0.75,0.15,0.68,0.59,0.65,0.0
8.46,0.15,0.52,110.0,10.35,408.0,8.11,0.42,0.12,0.54,0.47,0.38,0.0
8.36,0.22,0.65,120.0,7.61,173.0,9.25,0.54,0.1,0.61,0.59,0.35,0.0
8.23,0.16,0.74,140.0,6.02,371.0,6.29,0.48,0.09,0.58,0.62,0.28,0.0
8.34,0.16,0.47,80.16,7.41,250.0,7.02,0.29,0.14,0.49,0.44,0.18,0.0
8.25,0.25,0.55,110.0,5.1,573.0,8.04,0.68,0.16,0.58,0.62,0.54,0.0
8.14,0.16,0.41,80.02,6.19,661.0,7.14,0.74,0.12,0.47,0.58,0.61,0.0
8.46,0.14,0.38,60.16,7.02,605.0,6.61,0.62,0.06,0.58,0.41,0.43,0.0
8.17,0.3,0.45,90.2,6.25,252.0,5.35,0.71,0.14,0.61,0.52,0.58,0.0
8.12,0.19,0.68,136.0,7.11,413.0,6.14,0.64,0.09,0.47,0.4,0.65,0.0
8.54,0.13,0.32,60.4,5.8,239.0,7.78,0.42,0.05,0.54,0.75,0.47,0.0
8.17,0.2,0.34,68.02,3.18,242.0,5.25,0.54,0.12,0.75,0.69,0.39,0.0
8.22,0.15,0.52,104.0,4.35,422.0,6.11,0.58,0.09,1.02,0.65,0.65,0.0
7.78,0.13,0.67,120.0,6.21,402.0,7.25,0.55,0.13,0.89,0.41,0.57,0.0
8.09,0.12,0.54,108.0,7.78,398.0,8.14,0.47,0.12,0.94,0.62,0.52,0.0
8.41,0.14,0.37,60.14,6.45,908.0,3.61,0.59,0.1,0.75,0.68,0.41,0.0
8.44,0.19,0.22,40.04,8.61,863.0,4.95,0.42,0.06,0.65,0.34,0.65,0.0
8.22,0.3,0.96,180.0,9.29,510.0,9.17,0.47,0.11,0.71,0.59,0.4,0.0
8.25,0.28,0.71,140.0,10.02,1028.0,8.21,0.61,0.07,0.96,0.52,0.34,1.0
8.14,0.6,1.02,241.0,7.18,549.0,7.29,0.75,0.09,0.65,0.48,0.41,0.0
8.28,0.22,0.98,186.0,6.09,409.0,6.14,0.38,0.14,0.41,0.57,0.67,0.0
8.36,0.16,0.74,146.0,5.17,251.0,5.02,0.69,0.16,0.58,0.62,0.53,0.0
8.36,0.15,0.68,120.0,6.75,713.0,6.11,0.71,0.12,0.68,0.45,0.42,0.0
8.13,0.38,0.54,108.0,8.61,313.0,7.03,0.49,0.1,0.91,0.34,0.35,0.0
8.29,0.22,0.65,130.0,9.15,487.0,6.12,0.65,0.09,0.62,0.58,0.29,0.0
8.33,0.28,0.28,142.0,10.9,288.0,7.08,0.31,0.11,0.78,0.43,0.38,0.0
8.31,0.12,0.24,48.0,3.39,187.0,3.44,0.35,0.12,1.12,0.79,0.41,0.0
8.41,0.25,0.37,60.41,4.41,386.0,6.52,0.49,0.17,0.52,0.65,0.57,0.0
8.34,0.29,0.27,54.0,5.35,353.0,8.09,0.31,0.09,0.77,0.53,0.44,0.0
8.09,0.29,0.55,110.0,6.64,821.0,9.38,0.47,0.12,0.65,0.49,0.38,0.0
8.33,0.26,0.58,116.0,7.02,122.0,10.02,0.72,0.14,0.69,0.75,0.49,1.0
8.51,0.15,0.4,80.0,8.14,597.0,6.15,0.48,0.1,0.52,0.67,0.61,0.0
8.48,0.16,0.43,80.6,5.96,507.0,7.36,0.34,0.17,0.7,0.52,0.22,0.0
8.31,0.11,0.21,40.02,4.92,186.0,8.09,0.29,0.16,0.64,0.44,0.54,0.0
8.22,0.38,0.27,54.02,5.75,527.0,8.12,0.48,0.1,0.71,0.52,0.37,0.0
8.33,0.46,0.46,80.12,6.17,572.0,7.3,0.34,0.11,0.84,0.48,0.52,0.0
8.39,0.28,0.58,116.0,7.1,608.0,9.11,0.52,0.06,0.58,0.37,0.68,0.0
8.21,0.31,0.65,130.0,8.03,611.0,4.15,0.62,0.08,0.63,0.41,0.33,0.0
8.35,0.32,0.49,80.18,5.95,1019.0,5.45,0.49,0.12,0.94,0.36,0.42,0.0
8.21,0.2,0.49,80.18,6.19,382.0,6.19,0.72,0.07,0.75,0.55,0.31,0.0
8.22,0.35,0.43,80.6,6.29,467.0,7.03,0.75,0.06,0.83,0.77,0.43,0.0
8.16,0.28,0.4,80.0,3.35,630.0,5.11,0.48,0.17,0.81,0.72,0.32,0.0
8.24,0.21,0.27,54.0,4.48,907.0,6.25,0.51,0.06,0.92,0.67,0.49,0.0
8.34,0.21,0.71,140.0,5.61,392.0,7.17,0.42,0.09,1.12,0.59,0.63,0.0
8.13,0.36,0.46,90.16,6.29,1075.0,8.25,0.36,0.12,0.74,0.47,0.31,0.0
8.08,0.33,0.93,180.0,7.14,568.0,4.17,0.68,0.11,0.61,0.35,0.52,0.0
8.41,0.39,0.75,150.0,8.29,176.0,5.16,0.72,0.13,0.79,0.42,0.43,0.0
8.42,0.16,0.78,158.0,9.17,312.0,8.11,0.41,0.16,0.83,0.56,0.29,0.0
8.34,0.24,0.61,120.0,5.45,819.0,5.35,0.55,0.06,0.94,0.48,0.39,0.0
8.09,0.33,0.51,102.0,6.29,256.0,6.44,0.72,0.07,0.75,0.61,0.43,0.0
8.34,0.2,0.57,114.0,7.16,562.0,7.39,0.53,0.14,0.61,0.52,0.67,0.0
8.28,0.33,0.27,54.0,8.02,1090.0,5.35,0.42,0.11,0.69,0.44,0.73,0.0
8.38,0.13,0.35,70.0,3.56,1370.0,4.16,0.31,0.12,0.52,0.73,0.52,0.0
8.15,0.3,0.69,128.0,4.31,750.0,7.15,0.36,0.14,0.75,0.65,0.43,0.0
8.26,0.2,0.61,120.0,5.25,395.0,3.1,0.44,0.06,0.67,0.42,0.53,0.0
8.23,0.23,0.75,150.0,6.18,533.0,4.41,0.59,0.08,0.54,0.61,0.42,0.0
8.3,0.29,0.35,70.0,3.18,410.0,5.21,0.62,0.1,1.02,0.74,0.34,0.0
8.22,0.36,0.42,80.4,4.29,680.0,6.25,0.54,0.12,0.55,0.61,0.51,0.0
8.1,0.3,0.54,108.0,5.36,181.0,7.44,0.39,0.16,0.61,0.75,0.3,0.0
8.21,0.42,0.62,120.0,6.48,492.0,9.29,0.32,0.14,0.84,0.69,0.55,0.0
8.19,0.29,0.31,60.2,7.22,220.0,5.28,0.58,0.06,0.35,0.48,0.46,0.0
8.06,0.18,0.45,90.0,3.49,231.0,8.24,0.64,0.02,0.49,0.52,0.31,0.0
8.1,0.32,0.27,54.0,4.56,513.0,5.31,0.79,0.11,0.57,0.47,0.42,0.0
8.09,0.19,0.48,90.16,5.52,477.0,6.12,0.85,0.14,0.69,0.3,0.29,0.0
8.18,0.12,0.52,104.0,6.68,526.0,7.34,0.77,0.12,0.72,0.25,0.46,0.0
8.05,0.42,0.68,136.0,7.02,467.0,8.3,0.48,0.1,0.89,0.61,0.54,0.0
8.12,0.53,0.41,80.2,8.74,288.0,3.49,0.35,0.06,0.58,0.74,0.62,0.0
8.22,0.51,0.52,104.0,6.69,236.0,4.46,0.49,0.12,0.71,0.57,0.68,0.0
8.28,0.49,0.35,70.0,5.41,301.0,5.5,0.37,0.12,0.94,0.69,0.45,0.0
8.33,0.26,0.48,90.16,7.34,278.0,6.12,0.54,0.17,1.02,0.54,0.3,0.0
8.5,0.25,0.61,120.0,8.03,409.0,7.09,0.19,0.17,0.89,0.61,0.31,0.0
8.5,0.25,0.32,60.43,3.12,341.0,3.15,0.49,0.12,1.14,0.34,0.32,0.0
8.0,1.2,0.64,128.0,4.61,434.0,9.33,0.52,0.1,0.85,0.61,0.29,0.0
8.32,0.5,0.41,80.2,5.35,937.0,5.25,0.55,0.06,0.79,0.47,0.34,0.0
8.56,1.09,0.59,118.0,6.14,280.0,6.37,0.63,0.09,1.02,0.54,0.53,0.0
8.38,0.27,0.67,120.0,5.29,585.0,3.94,0.38,0.12,0.64,0.69,0.42,0.0
8.42,1.22,0.34,60.4,6.55,456.0,4.61,0.29,0.15,0.78,0.51,0.39,0.0
8.04,0.66,0.52,104.0,7.02,472.0,5.87,0.57,0.09,0.81,0.42,0.22,0.0
8.33,0.37,0.97,194.0,8.09,178.0,6.41,0.65,0.07,0.96,0.34,0.18,0.0
8.19,39.0,0.54,108.0,5.39,1169.0,7.54,0.74,0.02,0.89,0.39,0.53,0.0
8.09,0.25,0.49,90.18,6.34,369.0,8.22,0.81,0.1,0.61,0.75,0.61,0.0
8.15,0.58,0.45,90.0,7.03,418.0,9.1,0.37,0.12,0.59,0.68,0.33,0.0
8.09,0.47,0.51,102.0,6.94,502.0,5.25,0.45,0.13,0.75,0.79,0.54,0.0
8.14,0.89,0.58,116.0,7.29,314.0,6.17,0.28,0.09,0.87,0.62,0.69,0.0
8.33,0.2,0.74,140.0,8.25,298.0,5.61,0.3,0.12,0.79,0.57,0.55,0.0
8.33,0.51,0.61,120.0,9.03,339.0,5.12,0.42,0.14,0.65,0.63,0.47,0.0
8.14,0.75,0.42,80.4,3.45,312.0,9.12,0.49,0.17,1.02,0.64,0.22,0.0
8.31,0.61,0.48,90.16,4.61,418.0,8.64,0.62,0.14,0.97,0.29,0.39,0.0
8.22,0.48,0.54,108.0,5.88,425.0,6.25,0.41,0.12,0.86,0.34,0.61,0.0
8.14,0.29,0.62,120.0,6.15,431.0,5.31,0.39,0.09,0.81,0.55,0.54,0.0
8.03,0.52,0.59,118.0,7.19,314.0,4.16,0.35,0.1,0.74,0.35,0.46,0.0
8.16,0.61,0.54,108.0,8.02,289.0,5.25,0.54,0.06,0.69,0.42,0.27,0.0
8.11,0.35,0.61,120.0,9.17,271.0,6.19,0.38,0.07,0.62,0.55,0.39,0.0
8.28,0.47,0.56,112.0,7.21,299.0,7.38,0.41,0.1,0.47,0.42,0.42,0.0
8.34,0.61,0.69,138.0,6.45,303.0,6.25,0.57,0.12,0.53,0.29,0.31,0.0
7.98,0.83,0.54,108.0,5.39,325.0,7.11,0.44,0.16,0.61,0.33,0.29,0.0
8.25,0.52,0.28,50.16,6.52,347.0,8.29,0.35,0.12,0.74,0.41,0.39,0.0
8.39,0.53,0.54,108.0,7.09,412.0,9.17,0.61,0.14,0.69,0.37,0.46,0.0
8.32,0.45,0.31,60.12,8.11,309.0,10.31,0.74,0.12,0.82,0.43,0.36,0.0
8.14,0.58,0.42,80.04,9.35,318.0,9.25,0.28,0.06,0.77,0.65,0.29,0.0
7.61,1.2,0.35,70.0,6.37,372.0,8.14,0.34,0.08,0.61,0.78,0.22,0.0
8.14,0.34,0.52,1.04,3.12,319.0,5.61,0.37,0.12,1.18,0.54,0.31,0.0
8.21,0.81,0.47,90.14,8.46,336.0,6.47,0.62,0.1,0.75,0.31,0.22,0.0
8.16,0.69,0.62,120.0,9.13,412.0,8.24,0.74,0.09,0.89,0.37,0.18,0.0
8.02,0.52,0.71,140.0,8.37,418.0,9.11,0.41,0.1,0.61,0.48,0.25,0.0
8.14,0.47,0.65,130.0,6.45,376.0,5.25,0.35,0.16,0.7,0.57,0.16,0.0
8.29,0.51,0.46,90.12,5.61,325.0,6.17,0.43,0.12,0.59,0.62,0.21,0.0
8.16,0.45,0.34,60.8,4.18,319.0,5.96,0.59,0.18,0.81,0.14,0.36,0.0
8.21,0.49,0.3,60.0,3.36,296.0,6.1,0.46,0.1,0.78,0.19,0.51,0.0
8.14,0.54,0.53,106.0,4.92,296.0,7.46,0.37,0.12,0.62,0.22,0.54,0.0
8.13,0.38,0.69,138.0,5.79,337.0,8.15,0.39,0.1,0.54,0.17,0.66,0.0
8.09,0.61,0.72,140.0,6.47,312.0,9.01,0.55,0.11,0.68,0.49,0.47,0.0
7.74,0.38,0.79,158.0,5.61,318.0,8.12,0.47,0.05,0.55,0.53,0.51,0.0
7.98,0.92,0.45,90.0,6.88,294.0,9.03,0.51,0.17,0.49,0.18,0.46,0.0
8.02,0.53,0.68,136.0,7.69,278.0,6.25,0.63,0.19,0.63,0.45,0.33,0.0
8.14,0.61,0.49,80.4,6.45,235.0,7.11,0.42,0.12,0.47,0.51,0.49,0.0
8.25,0.16,0.71,140.0,5.31,326.0,8.19,0.69,0.12,1.12,0.25,0.41,0.0
8.11,0.31,0.65,130.0,6.25,411.0,7.35,0.42,0.14,0.74,0.34,0.65,0.0
8.17,0.25,0.54,108.0,8.14,329.0,6.18,0.75,0.14,0.56,0.41,0.36,0.0
8.22,0.47,0.47,90.14,6.31,317.0,5.61,0.41,0.18,0.47,0.84,0.54,0.0
8.29,0.51,0.68,136.0,8.53,325.0,4.49,0.34,0.05,0.54,0.76,0.58,0.0
8.02,0.62,0.47,90.14,9.25,415.0,5.67,0.23,0.17,0.61,0.52,0.69,0.0
7.98,0.89,0.51,102.0,8.32,426.0,6.89,0.39,0.19,0.72,0.34,0.72,0.0
8.25,0.75,0.54,104.0,9.14,418.0,7.15,0.55,0.14,0.65,0.32,0.37,0.0
8.16,0.69,0.31,60.2,8.16,314.0,8.29,0.46,0.09,0.67,0.75,0.43,0.0
8.13,0.64,0.38,60.16,3.45,325.0,8.1,0.39,0.12,0.76,0.47,0.54,0.0
8.25,0.31,0.42,80.2,4.18,317.0,6.36,0.28,0.19,0.82,0.58,0.77,0.0
8.31,0.48,0.54,108.0,5.11,291.0,7.18,0.34,0.06,0.79,0.65,0.62,0.0
8.25,0.69,0.45,90.0,6.25,303.0,6.25,0.72,0.14,0.66,0.41,0.66,0.0
8.31,0.51,0.72,140.0,7.19,405.0,3.63,0.67,0.12,0.53,0.58,0.43,0.0
8.25,0.78,0.68,136.0,8.28,418.0,4.89,0.38,0.07,0.41,0.62,0.29,0.0
8.12,0.33,0.49,80.18,3.12,314.0,5.31,0.49,0.09,0.83,0.72,0.57,0.0
8.14,0.49,0.64,128.0,4.35,296.0,6.42,0.38,0.14,0.91,0.69,0.41,0.0
7.92,0.85,0.52,104.0,8.16,217.0,7.35,0.49,0.12,0.65,0.54,0.52,0.0
8.03,0.2,0.75,150.0,9.31,325.0,8.14,0.3,0.06,0.47,0.45,0.19,0.0
8.11,0.37,0.58,116.0,7.45,410.0,9.02,0.2,0.12,0.54,0.59,0.29,0.0
8.24,0.69,0.64,128.0,8.14,317.0,10.11,0.5,0.16,0.62,0.63,0.37,0.0
8.13,0.72,0.3,60.0,8.96,308.0,3.36,0.47,0.12,0.89,0.7,0.53,0.0
8.29,0.65,0.48,80.18,4.61,304.0,4.51,0.67,0.16,0.77,0.48,0.4,0.0
8.17,0.38,0.62,120.0,5.59,319.0,5.95,0.41,0.14,0.65,0.34,0.32,0.0
8.12,0.46,0.55,110.0,6.36,403.0,6.02,0.52,0.12,0.54,0.6,0.18,0.0
819.0,0.51,0.67,124.0,7.59,397.0,3.14,0.58,0.06,1.12,0.56,0.44,0.0
8.17,0.34,0.51,102.0,8.17,310.0,5.53,0.64,0.1,0.83,0.45,0.61,0.0
8.25,0.22,0.48,80.16,9.03,294.0,4.29,0.72,0.12,0.65,0.41,0.55,0.0
8.16,0.35,0.65,120.0,7.25,292.0,5.02,0.67,0.16,0.61,0.92,0.43,0.0
8.12,0.29,0.55,110.0,4.31,312.0,5.12,0.14,0.12,1.02,0.78,0.35,0.0
8.14,0.34,0.41,80.2,5.24,219.0,6.69,0.25,0.03,0.45,0.62,0.48,0.0
8.16,0.47,0.59,118.0,6.17,408.0,8.03,0.74,0.14,0.67,0.41,0.51,0.0
8.19,0.52,0.43,80.06,7.19,515.0,9.25,0.61,0.09,0.84,0.55,0.47,0.0
8.25,0.59,0.52,104.0,8.45,316.0,10.17,0.69,0.16,0.95,0.73,0.52,1.0
8.12,0.65,0.37,70.14,9.37,291.0,8.61,0.59,0.12,0.71,0.45,0.63,0.0
8.09,0.41,0.62,124.0,10.11,284.0,7.45,0.45,0.14,0.66,0.31,0.45,0.0
8.14,0.47,0.54,108.0,9.45,317.0,10.13,0.61,0.08,0.53,0.47,0.49,1.0
8.18,0.69,0.69,138.0,8.21,325.0,8.45,0.58,0.1,0.42,0.35,0.68,0.0
8.15,0.57,0.28,40.16,7.09,344.0,7.11,0.42,0.07,0.78,0.61,0.29,0.0
8.1,0.45,0.45,90.0,8.45,329.0,6.35,0.53,0.12,0.51,0.47,0.34,0.0
8.14,0.52,0.68,120.0,9.32,312.0,3.14,0.72,0.11,0.48,0.51,0.56,0.0
8.18,0.38,0.51,102.0,8.14,381.0,4.29,0.65,0.14,0.36,0.39,0.41,0.0
8.29,0.54,0.64,120.0,7.32,284.0,5.51,0.74,0.06,0.43,0.52,0.33,0.0
8.03,0.42,0.72,140.0,6.21,317.0,6.03,0.68,0.12,0.65,0.37,0.47,0.0
8.14,0.17,0.45,90.0,3.12,345.0,5.11,0.58,0.12,1.17,0.69,0.22,0.0
7.99,0.84,0.58,116.0,4.61,231.0,6.34,0.43,0.1,0.45,0.55,0.34,0.0
8.25,0.29,0.44,80.4,3.78,314.0,7.15,0.31,0.06,0.96,0.61,0.48,0.0
8.17,0.35,0.35,70.0,6.24,318.0,6.36,0.44,0.1,0.55,0.72,0.33,0.0
8.33,0.21,0.54,108.0,6.11,337.0,7.02,0.32,0.11,0.61,0.65,0.43,0.0
8.41,0.45,0.67,134.0,8.34,412.0,8.64,0.51,0.14,0.37,0.51,0.56,0.0
8.29,0.58,0.52,104.0,9.39,309.0,8.11,0.62,0.16,0.59,0.47,0.62,0.0
8.17,0.61,0.47,80.14,8.37,246.0,9.16,0.75,0.08,0.72,0.32,0.18,0.0
8.2,0.74,0.35,70.0,4.13,258.0,8.03,0.39,0.12,0.64,0.55,0.34,0.0
8.13,0.32,0.61,120.0,5.45,345.0,6.61,0.68,0.09,0.69,0.6,0.18,0.0
8.03,0.51,0.34,60.8,6.36,387.0,7.34,0.71,0.12,1.12,0.37,0.29,0.0
8.14,0.46,0.18,36.0,7.03,361.0,3.99,0.65,0.06,0.94,0.49,0.37,0.0
8.29,0.35,0.32,60.4,7.37,374.0,4.83,0.4,0.03,0.6,0.53,0.55,0.0
8.17,0.61,0.46,80.12,8.15,318.0,5.11,0.33,0.14,0.74,0.42,0.68,0.0
8.12,0.48,0.54,108.0,9.31,308.0,6.29,0.49,0.12,0.67,0.31,0.46,0.0
8.12,0.32,0.58,116.0,3.15,294.0,3.13,0.29,0.12,1.02,55.0,0.31,0.0
8.1,0.64,0.64,128.0,6.12,318.0,4.21,0.3,0.09,0.64,0.41,0.47,0.0
8.0,0.35,0.82,164.0,8.24,335.0,5.25,0.65,0.14,0.79,0.52,0.39,0.0
8.02,0.41,0.72,144.0,9.35,302.0,6.18,0.71,0.16,0.52,0.47,0.64,0.0
8.14,0.53,0.6,120.0,7.41,281.0,7.29,0.29,0.13,0.47,0.58,0.37,0.0
8.2,0.65,0.54,108.0,3.67,330.0,8.61,0.47,0.1,0.65,0.42,0.55,0.0
8.08,0.71,0.68,126.0,4.55,303.0,9.25,0.54,0.06,0.71,0.37,0.32,0.0
8.14,0.56,0.31,60.2,5.39,271.0,7.49,0.58,0.09,0.64,0.71,0.21,0.0
8.2,0.67,0.52,104.0,6.74,374.0,6.17,0.71,0.1,0.59,0.54,0.47,0.0
8.11,0.41,0.43,80.6,7.03,308.0,5.25,0.45,0.12,0.55,0.39,0.34,0.0
8.29,0.54,0.54,108.0,6.94,269.0,6.29,0.46,0.11,0.79,0.55,0.41,0.0
8.03,0.69,0.65,130.0,5.59,272.0,4.6,0.32,0.06,0.47,0.61,0.52,0.0
8.14,0.48,0.48,80.16,4.04,314.0,5.11,0.61,0.09,0.56,0.47,0.45,0.0
8.18,0.62,0.57,114.0,5.92,365.0,6.94,0.39,0.12,0.45,0.54,0.51,0.0
8.26,0.39,0.44,80.8,6.43,317.0,7.02,0.45,0.13,0.39,0.31,0.22,0.0
8.11,0.34,0.46,80.12,4.51,294.0,7.41,0.29,12.0,0.94,0.35,0.21,0.0
8.2,0.51,0.65,130.0,5.65,302.0,9.35,0.37,0.09,0.61,0.71,0.32,0.0
8.13,0.64,0.71,140.0,6.39,319.0,6.17,0.42,0.16,0.79,0.64,0.49,0.0
8.2,0.36,0.68,136.0,5.64,314.0,5.39,0.57,0.06,0.35,0.52,0.37,0.0
8.09,0.29,0.54,108.0,9.11,309.0,6.17,0.61,0.12,1.02,0.39,0.58,0.0
7.92,0.94,0.31,60.2,8.02,312.0,3.35,0.39,0.1,0.69,0.34,0.44,0.0
8.25,0.39,0.48,80.16,6.73,329.0,4.11,0.64,0.12,0.65,0.52,0.39,0.0
8.11,0.65,0.67,120.0,9.64,315.0,5.84,0.39,0.16,0.47,0.48,0.4,0.0
8.03,0.71,0.48,80.16,5.11,317.0,6.32,0.38,0.06,0.55,0.31,0.43,0.0
8.19,0.64,0.72,140.0,4.53,291.0,7.01,0.54,0.11,1.04,0.47,0.37,0.0
8.17,0.73,0.54,108.0,5.09,308.0,8.34,0.67,0.12,0.82,0.53,0.46,0.0
8.01,0.81,0.48,80.16,6.12,314.0,9.45,0.49,0.14,0.55,0.21,0.33,0.0
7.92,0.98,0.32,60.04,3.44,316.0,10.16,0.79,0.07,0.67,0.38,0.18,0.0
7.94,0.79,0.54,108.0,5.71,293.0,3.57,0.32,0.12,0.73,0.18,0.24,0.0
8.13,0.29,0.68,126.0,6.09,289.0,5.38,0.42,0.13,0.61,0.47,0.53,0.0
7.61,0.85,0.49,118.0,5.35,294.0,3.14,0.18,0.12,1.14,0.39,0.39,0.0
8.14,0.19,1.02,246.0,6.12,313.0,4.61,0.34,0.14,0.17,0.53,0.43,0.0
8.39,0.32,0.87,164.0,7.39,339.0,5.75,0.61,0.07,0.55,0.47,0.74,0.0
7.92,0.93,0.9,180.0,4.18,402.0,6.37,0.47,0.06,0.73,0.61,0.32,0.0
8.34,0.72,0.71,142.0,5.49,294.0,7.59,0.53,0.1,0.91,0.58,0.61,0.0
8.28,0.35,0.81,160.0,6.36,318.0,8.14,0.42,0.14,0.87,0.55,0.34,0.0
8.15,0.17,0.78,156.0,7.35,303.0,9.16,0.57,0.12,1.14,0.49,0.53,0.0
8.09,0.31,0.49,80.18,5.39,413.0,8.39,0.79,0.09,0.75,0.67,0.46,0.0
8.17,0.29,0.37,60.14,4.03,382.0,7.25,0.34,0.07,0.67,0.72,0.54,0.0
8.2,0.38,0.43,80.6,5.71,303.0,6.17,0.72,0.12,0.38,0.61,0.39,0.0
8.3,0.25,0.74,148.0,6.29,274.0,8.74,0.61,0.16,0.65,0.56,0.38,0.0
8.17,0.35,0.9,180.0,7.81,298.0,5.18,0.35,0.06,0.91,0.42,0.52,0.0
8.34,0.49,0.59,118.0,5.15,302.0,6.02,0.43,0.03,0.46,0.58,0.45,0.0
8.16,0.35,0.24,40.8,6.02,309.0,7.61,0.52,0.14,0.57,0.45,0.47,0.0
8.09,0.28,0.37,60.14,7.45,315.0,5.19,0.67,0.1,0.65,0.72,0.58,0.0
7.35,0.94,0.59,118.0,3.16,294.0,5.11,0.62,0.09,1.06,0.73,0.12,0.0
8.14,0.72,0.24,48.0,4.61,312.0,6.25,0.34,0.12,0.74,0.69,0.35,0.0
8.29,0.2,0.37,6014.0,5.25,318.0,5.17,0.69,0.16,0.62,0.53,0.5,0.0
8.2,0.29,0.46,80.12,6.17,309.0,6.13,0.34,0.07,0.54,0.48,0.47,0.0
8.16,0.34,0.49,80.18,8.39,290.0,5.1,0.32,0.15,0.73,0.39,0.53,0.0
8.12,0.55,1.27,284.0,9.45,774.0,3.61,0.18,0.1,0.64,0.42,0.64,0.0
8.09,0.61,1.06,242.0,10.17,337.0,4.1,0.29,0.06,0.79,0.53,0.4,0.0
8.12,0.72,0.87,164.0,8.3,412.0,5.84,0.82,0.08,0.83,0.64,0.34,0.0
8.18,0.34,1.06,242.0,5.13,310.0,6.02,0.43,0.14,0.52,0.65,0.52,0.0
8.25,0.55,0.68,126.0,6.69,279.0,8.25,0.35,0.12,0.68,0.49,0.74,0.0
8.16,0.47,0.65,130.0,7.02,344.0,9.03,0.29,0.09,0.72,0.38,0.52,0.0
8.09,0.39,0.59,118.0,5.11,257.0,10.17,0.31,0.07,0.59,0.52,0.38,0.0
8.18,0.44,0.47,80.14,6.98,302.0,3.89,0.47,0.12,0.45,0.69,0.45,0.0
8.2,0.59,0.32,60.2,5.03,375.0,8.09,0.53,0.14,0.39,0.47,0.17,0.0
7.98,0.83,0.52,103.0,6.08,379.0,7.11,0.62,0.06,0.68,0.35,0.29,0.0
8.12,0.34,0.49,80.18,3.17,294.0,5.15,0.72,0.12,1.17,0.69,0.39,0.0
8.15,0.58,0.67,124.0,4.25,325.0,6.35,0.25,0.14,0.59,0.72,0.42,0.0
8.17,0.61,0.58,116.0,5.67,361.0,8.11,0.81,0.08,0.65,0.53,0.65,0.0
8.29,0.39,0.34,60.8,6.71,347.0,9.09,0.27,0.06,0.58,0.45,0.18,0.0
8.02,0.52,0.45,90.0,5.35,308.0,5.2,0.45,0.09,0.74,0.39,0.24,0.0
8.25,0.45,0.31,60.2,6.14,294.0,6.24,0.79,0.1,0.67,0.62,0.38,0.0
8.11,0.53,0.42,80.4,3.47,347.0,7.02,0.56,0.1,0.58,0.48,0.31,0.0
8.09,0.61,0.55,110.0,4.25,329.0,8.14,0.47,0.12,0.42,0.39,0.25,0.0
